release_date,title,artist,ranking,certification,streams,image,spotify,apple
2025-11-07,"Hustler's P.O.M.E. (Product of My Environment)",Jim Jones,#115,,"16,044,783","https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Hustler's%20P.O.M.E.%20(Product%20of%20My%20Environment).jpg",https://open.spotify.com/album/2pDHglKfoDlTqVaRMXLAZU,https://music.apple.com/us/album/hustlers-p-o-m-e-product-of-my-environment/1779612200
2025-11-07,Leave Me the Fuck Alone,Wifisfuneral,,,"33,696,806",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Wifisfuneral-Leave%20Me%20the%20Fuck%20Alone.jpg,https://open.spotify.com/album/4wheb6VlpHYzkFT7adDtgT,https://music.apple.com/us/album/leave-me-the-f-k-alone-ep/1577300559
2025-11-08,Straight out the Jungle,Jungle Brothers,,,"13,371,106",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Jungle%20Brothers-%20Straight%20out%20the%20Jungle.jpg,https://open.spotify.com/album/4h2veBvPhM1RazJi8J1Siy,https://music.apple.com/us/album/straight-out-the-jungle/3242008
2025-11-08,Back Up Off Me!,Doctor Dré and Ed Lover,#91,,"101,036",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Back%20Up%20Off%20Me!.jpg,,https://music.apple.com/us/album/back-up-off-me/1646111720
2025-11-08,Interlude,Kool Moe Dee,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Kool%20Moe%20Dee-%20Interlude.jpg,,
2025-11-08,The Main Ingredient,Pete Rock & CL Smooth,#51,,"15,842,360",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/The%20Main%20Ingredient.jpg,https://open.spotify.com/album/5Gz9I4C6s443w18SrFc8xE,https://music.apple.com/us/album/the-main-ingredient/1435628405
2025-11-08,Shaq Fu: Da Return,"Shaquille O'Neal",#67,Gold,"2,128,854",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Shaq%20Fu_%20Da%20Return.jpg,https://open.spotify.com/album/6jyBILFxayAaPR0mZj8PLj,https://music.apple.com/us/album/shaq-fu-da-return/1355978893
2025-11-08,"Poor People's Day",Bigg Jus,,,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Bigg%20Jus-Poor%20People's%20Day.jpg",https://open.spotify.com/album/5Ppvu1vXAx3PTWpBwcVLFF,https://music.apple.com/us/album/poor-peoples-day/471141035
2025-11-08,After Taxes,Sheek Louch,#3,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Sheek%20Louch-%20After%20Taxes.jpg,https://open.spotify.com/album/52RIjTxnIWHggQFPVjWi7B,https://music.apple.com/us/search?term=Sheek%20Louch%2F%20After%20Taxes
2025-11-08,Nineteen Ninety More,Celph Titled & Buckwild,#2,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Nineteen%20Ninety%20More.jpg,https://open.spotify.com/album/1tGt90bpfwYIqQ07Sw8Akg,https://music.apple.com/us/album/nineteen-ninety-more/470391609
2025-11-08,Blue Slide Park,Mac Miller,,,"269,051,138",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Mac_Miller_-_Blue_Slide_Park.jpg,https://open.spotify.com/album/17mAoDs7T8EA9zzlj6QPBv,https://music.apple.com/us/album/blue-slide-park/1666884289
2025-11-08,Crickets,Moka Only & Chief,,,"335,004,218",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Moka%20Only%20&%20Chief-Crickets.jpg,,https://music.apple.com/us/album/crickets/1226607897
2025-11-08,The DiV,Pac Div,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Pac%20Div-The%20DiV.jpg,https://open.spotify.com/album/4zVrU6Y6w5pjPpXwuyNvBU,https://music.apple.com/us/album/the-div/1614532518
2025-11-08,Fear of God II: Let Us Pray,Pusha T,#45,Platinum,"3,892,009",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Fear%20of%20God%20II_%20Let%20Us%20Pray.jpg,https://open.spotify.com/album/6ZS2NOEZ7XwlNlKWK2dzPM,https://music.apple.com/us/album/fear-of-god-ii-let-us-pray/1570362163
2025-11-08,Lincoln Way Nights,Stalley,,,"158,532,277",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Stalley-Lincoln%20Way%20Nights.jpg,https://open.spotify.com/album/5rpQonhvwhDEoDewLZxSh4,https://music.apple.com/us/album/lincoln-way-nights/1246472177
2025-11-08,Welcome to Strangeland,Tech N9ne Collabos,,,"190,654,785",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_8/Welcome%20to%20Strangeland.jpg,https://open.spotify.com/album/2sw6PDRFg8BGzb2eCOegc7,https://music.apple.com/us/album/welcome-to-strangeland/719395709
