release_date,title,artist,ranking,certification,streams,image,spotify,apple
2025-05-04,Battle Royal,Virus Syndicate & Dope D.O.D.,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/virus-Battle.jpg,https://open.spotify.com/album/30mTEV9CbIEXtKE2mrIL7b?si=3bdcf2d788a0474d,https://music.apple.com/us/album/battle-royal-ep/980289680
2025-05-04,The Crime Family Album,Mr. Criminal,#5,Gold,"1,099,761",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Mr.%20Criminal-%20The%20Crime%20Family%20Album.jpg,https://open.spotify.com/album/1KxhpTxWFn3vXOf5zeVNbK?si=63cfb4620c8d4f66,https://music.apple.com/us/album/the-crime-family-album/1229838960
2025-05-04,Simi,BlocBoy JB,#28,,"1,126,897,619",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Simi_Cover.jpeg,https://open.spotify.com/album/6NrsgXTJ3x2RRR8b0v2M7S?si=86507823496948a2,https://music.apple.com/us/album/simi/1378387466
2025-05-04,Portraits,Chris Orrick,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Chris%20Orrick-%20Portraits.jpeg,https://open.spotify.com/album/1PLrMASVYM4POVrMcH0jmy?si=41ac1bb67bb4481f,https://music.apple.com/us/album/portraits/1755000297
2025-05-04,L.O.D.,Desiigner,#161,,"41,675,900",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Desiigner-%20L.O.D..jpg,https://open.spotify.com/album/0TjZvf2v4FQlmpEKVvxeB7?si=127c2852debb41ca,https://music.apple.com/us/album/l-o-d/1376845067
2025-05-04,Joey Cool,Joey Cool,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Joey%20Cool-Joey%20Cool.jpeg,https://open.spotify.com/album/6UlZuHE7EzyQGiTCh6qnnQ?si=613ca6e02e1b47c6,
2025-05-04,777,Key! and Kenny Beats,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Key!%20and%20Kenny%20Beats-%20777.jpeg,https://open.spotify.com/album/64vVGhv3dOHZxWaRJTHvTI?si=6637dc961e954cf0,https://music.apple.com/us/album/777/1368690906
2025-05-04,Candy Paint N Texas Plates,Killa Kyleon,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Killa%20Kyleon-%20Candy%20Paint%20N%20Texas%20Plates.jpeg,https://open.spotify.com/album/4K8rRG4XwsAWDOEARhU2Z2?si=3ad988e0decb43d1,https://music.apple.com/us/album/candy-paint-n-texas-plates/1615062147
2025-05-04,Light of Day,Preme,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Preme-%20Light%20of%20Day.jpeg,https://open.spotify.com/album/5jp7IiLD8lRVVmf8gfeHOV?si=803a621b0b9d4ff7,https://music.apple.com/us/album/light-of-day/1378631986
2025-05-04,SR3MM,Rae Sremmurd,#6,Gold,"1,332,787,559",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Rae-Sremmurd.png,https://open.spotify.com/album/4vLYreWxd2ptOAzPwTyBI3?si=4d6ec0d78591460f,https://music.apple.com/us/album/sr3mm/1377947293
